Dates,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y,Category
7/11/2003 19:00,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Friday,CENTRAL,NONE,100 Block of CHESTNUT ST,-122.4063519,37.80453132,BURGLARY
1/25/2010 22:00,GRAND THEFT FROM LOCKED AUTO,Monday,BAYVIEW,NONE,MINNESOTA ST / 23RD ST,-122.3899904,37.75527009,LARCENY/THEFT
3/26/2011 23:10,"PERMIT VIOLATION, POLICE (GENERAL)",Saturday,NORTHERN,"ARREST, CITED",FILLMORE ST / LOMBARD ST,-122.4360492,37.79984122,OTHER OFFENSES
8/20/2007 6:51,CONSUMING ALCOHOL IN PUBLIC VIEW,Monday,INGLESIDE,"ARREST, CITED",0 Block of CHENERY ST,-122.4256245,37.74094952,LIQUOR LAWS
10/31/2012 13:30,PETTY THEFT FROM A BUILDING,Wednesday,TENDERLOIN,NONE,0 Block of POWELL ST,-122.4078454,37.78509432,LARCENY/THEFT
11/24/2014 19:50,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,NORTHERN,"ARREST, BOOKED",DUBOCE AV / SANCHEZ ST,-122.4315714,37.76930574,OTHER OFFENSES
2/10/2011 13:00,"BURGLARY, UNLAWFUL ENTRY",Thursday,SOUTHERN,"ARREST, BOOKED",300 Block of HOWARD ST,-122.3946731,37.78953492,BURGLARY
4/5/2015 22:30,STOLEN AUTOMOBILE,Sunday,INGLESIDE,NONE,300 Block of SENECA AV,-122.4452217,37.72131803,VEHICLE THEFT
3/9/2012 12:51,"BURGLARY, HOT PROWL, FORCIBLE ENTRY",Friday,PARK,NONE,800 Block of BRODERICK ST,-122.4400536,37.77806666,BURGLARY
12/2/2010 23:00,PETTY THEFT OF PROPERTY,Thursday,SOUTHERN,NONE,400 Block of JESSIE ST,-122.4085344,37.78203256,LARCENY/THEFT
12/24/2007 19:10,"ROBBERY, BODILY FORCE",Monday,TENDERLOIN,NONE,ELLIS ST / HYDE ST,-122.4160753,37.78444966,ROBBERY
9/17/2004 12:20,VIOLATION OF MUNICIPAL POLICE CODE,Friday,SOUTHERN,"ARREST, CITED",600 Block of 7TH ST,-122.402367,37.77246104,OTHER OFFENSES
8/31/2009 10:55,PETTY THEFT FROM A BUILDING,Monday,CENTRAL,NONE,900 Block of THE EMBARCADERONORTH ST,-122.4003875,37.8025736,LARCENY/THEFT
2/17/2003 14:00,LOST PROPERTY,Monday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071,NON-CRIMINAL
7/11/2008 6:58,ENROUTE TO PAROLE OFFICER,Friday,NORTHERN,"ARREST, BOOKED",GOLDEN GATE AV / GOUGH ST,-122.4237322,37.78061115,WARRANTS
10/4/2007 12:00,STOLEN TRUCK,Thursday,RICHMOND,NONE,0 Block of ROSSI AV,-122.4563254,37.77919538,VEHICLE THEFT
6/17/2012 15:30,"MALICIOUS MISCHIEF, VANDALISM",Sunday,BAYVIEW,NONE,HUDSON AV / WESTBROOK CT,-122.3831344,37.73497855,VANDALISM
7/31/2005 3:17,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Sunday,PARK,NONE,1900 Block of GROVE ST,-122.4487024,37.77450739,VEHICLE THEFT
2/5/2013 19:40,SALE OF BASE/ROCK COCAINE,Tuesday,SOUTHERN,"ARREST, BOOKED",0 Block of 6TH ST,-122.4095043,37.78152627,DRUG/NARCOTIC
4/28/2008 17:30,GRAND THEFT FROM LOCKED AUTO,Monday,SOUTHERN,NONE,4TH ST / BRANNAN ST,-122.3965332,37.7783269,LARCENY/THEFT
12/14/2010 23:22,SOLICITS FOR ACT OF PROSTITUTION,Tuesday,MISSION,"ARREST, BOOKED",500 Block of SHOTWELL ST,-122.4157836,37.75962043,PROSTITUTION
11/28/2009 17:45,DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL,Saturday,INGLESIDE,"ARREST, BOOKED",29TH ST / SAN JOSE AV,-122.4226722,37.74394327,DRIVING UNDER THE INFLUENCE
10/18/2013 15:30,BATTERY,Friday,BAYVIEW,NONE,17TH ST / DEHARO ST,-122.4016007,37.76484036,ASSAULT
2/6/2015 7:00,DOMESTIC VIOLENCE,Friday,RICHMOND,NONE,7000 Block of FULTON ST,-122.5072321,37.77157314,SECONDARY CODES
8/8/2005 12:12,PAROLE VIOLATION,Monday,TENDERLOIN,"ARREST, BOOKED",500 Block of OFARRELL ST,-122.4137984,37.78562979,OTHER OFFENSES
4/1/2008 20:05,OBSCENE PHONE CALLS(S),Tuesday,SOUTHERN,NONE,600 Block of NATOMA ST,-122.4111182,37.77756071,OTHER OFFENSES
8/9/2009 12:00,SUSPICIOUS ACT TOWARDS FEMALE,Sunday,NORTHERN,"ARREST, BOOKED",BUCHANAN ST / POST ST,-122.4297929,37.78556093,SUSPICIOUS OCC
9/16/2013 0:01,POST RELEASE COMMUNITY SUPERVISION,Monday,BAYVIEW,"ARREST, BOOKED",300 Block of WOOLSEY ST,-122.4050668,37.72453477,WARRANTS
7/7/2009 11:23,MALICIOUS MISCHIEF,Tuesday,BAYVIEW,JUVENILE CITED,BAY SHORE BL / AUGUSTA ST,-122.4054951,37.73428666,VANDALISM
9/22/2006 13:00,POSSESSION OF NARCOTICS PARAPHERNALIA,Friday,TENDERLOIN,"ARREST, BOOKED",OFARRELL ST / JONES ST,-122.4129705,37.78578838,DRUG/NARCOTIC
3/18/2004 9:30,PETTY THEFT SHOPLIFTING,Thursday,MISSION,NONE,4000 Block of 18TH ST,-122.4344469,37.76086707,LARCENY/THEFT
3/23/2011 20:00,GRAND THEFT FROM LOCKED AUTO,Wednesday,NORTHERN,NONE,BUCHANAN ST / BAY ST,-122.4333323,37.80305573,LARCENY/THEFT
4/7/2006 12:08,POSSESSION OF NARCOTICS PARAPHERNALIA,Friday,MISSION,"ARREST, BOOKED",2000 Block of MISSION ST,-122.4196583,37.76422056,DRUG/NARCOTIC
11/28/2014 23:05,"CREDIT CARD, THEFT BY USE OF",Friday,SOUTHERN,"ARREST, BOOKED",0 Block of 8TH ST,-122.4136846,37.77779846,FRAUD
2/13/2010 17:05,GRAND THEFT SHOPLIFTING,Saturday,NORTHERN,NONE,2200 Block of CHESTNUT ST,-122.4399178,37.80040645,LARCENY/THEFT
10/22/2005 2:00,RESISTING ARREST,Saturday,SOUTHERN,"ARREST, BOOKED",700 Block of HARRISON ST,-122.3978145,37.78213725,OTHER OFFENSES
11/1/2007 11:00,PETTY THEFT FROM LOCKED AUTO,Thursday,NORTHERN,NONE,CLEARY CT / GEARY BL,-122.4264492,37.78515139,LARCENY/THEFT
10/26/2004 4:45,"MALICIOUS MISCHIEF, VANDALISM",Tuesday,MISSION,NONE,200 Block of CHURCH ST,-122.4288136,37.76680815,VANDALISM
9/21/2012 0:01,"FORCIBLE RAPE, BODILY FORCE",Friday,RICHMOND,"ARREST, BOOKED",600 Block of 36TH AV,-122.4962488,37.77668096,SEX OFFENSES FORCIBLE
4/1/2008 19:59,HARASSING PHONE CALLS,Tuesday,CENTRAL,NONE,1200 Block of CALIFORNIA ST,-122.4149335,37.79125515,OTHER OFFENSES
3/20/2008 8:00,INDECENT EXPOSURE,Thursday,TARAVAL,NONE,TARAVAL ST / 30TH AV,-122.4874748,37.74253021,OTHER OFFENSES
4/3/2004 17:25,UNLAWFUL SEXUAL INTERCOURSE,Saturday,TARAVAL,NONE,1500 Block of 22ND AV,-122.47994,37.75874304,SEX OFFENSES NON FORCIBLE
5/18/2005 19:09,"AIDED CASE, MENTAL DISTURBED",Wednesday,SOUTHERN,PSYCHOPATHIC CASE,0 Block of 12TH ST,-122.4200014,37.77409486,NON-CRIMINAL
8/5/2009 11:40,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,MISSION,"ARREST, CITED",26TH ST / HARRISON ST,-122.4115952,37.74943604,OTHER OFFENSES
10/29/2014 16:09,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Wednesday,SOUTHERN,NONE,0 Block of 12TH ST,-122.4200014,37.77409486,ASSAULT
8/20/2009 2:00,LOST PROPERTY,Thursday,PARK,NONE,500 Block of BUENAVISTAWEST AV,-122.4431944,37.76654283,NON-CRIMINAL
8/27/2011 3:00,LOITERING FOR PURPOSE OF PROSTITUTION,Saturday,MISSION,"ARREST, BOOKED",3300 Block of 18TH ST,-122.4177304,37.76198932,PROSTITUTION
7/19/2004 12:00,SUSPICIOUS OCCURRENCE,Monday,SOUTHERN,NONE,700 Block of MARKET ST,-122.4039191,37.7871161,SUSPICIOUS OCC
4/1/2008 19:40,"AIDED CASE, MENTAL DISTURBED",Tuesday,SOUTHERN,NONE,200 Block of KING ST,-122.392773,37.77708678,NON-CRIMINAL
8/11/2012 23:00,"BURGLARY OF HOTEL ROOM, UNLAWFUL ENTRY",Saturday,SOUTHERN,NONE,1700 Block of MARKET ST,-122.4221883,37.77269482,BURGLARY
1/13/2005 9:30,TRESPASSING,Thursday,CENTRAL,"ARREST, BOOKED",1000 Block of STOCKTON ST,-122.4080994,37.79539916,TRESPASS
12/24/2004 22:37,"AIDED CASE, MENTAL DISTURBED",Friday,BAYVIEW,NONE,2300 Block of SILVER AV,-122.3971214,37.73712063,NON-CRIMINAL
9/7/2007 18:40,PROBATION VIOLATION,Friday,MISSION,"ARREST, BOOKED",2000 Block of MISSION ST,-122.4196583,37.76422056,OTHER OFFENSES
8/6/2003 17:00,GRAND THEFT FROM LOCKED AUTO,Wednesday,NORTHERN,NONE,200 Block of MYRTLE ST,-122.4221511,37.78505825,LARCENY/THEFT
1/27/2010 10:37,POSSESSION OF BASE/ROCK COCAINE,Wednesday,NORTHERN,"ARREST, BOOKED",800 Block of TURK ST,-122.4231278,37.78169187,DRUG/NARCOTIC
3/31/2008 18:00,STOLEN MOTORCYCLE,Monday,NORTHERN,NONE,BUCHANAN ST / HICKORY ST,-122.4276322,37.77485857,VEHICLE THEFT
6/1/2007 10:08,PROBATION VIOLATION,Friday,BAYVIEW,NONE,1600 Block of QUESADA AV,-122.3904785,37.73272088,OTHER OFFENSES
10/23/2005 19:00,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,BAYVIEW,NONE,4700 Block of 3RD ST,-122.3906896,37.73521723,VANDALISM
1/30/2010 9:30,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,TARAVAL,NONE,200 Block of GARCES DR,-122.4807675,37.71563204,VANDALISM
1/14/2007 1:35,BATTERY OF A POLICE OFFICER,Sunday,MISSION,"ARREST, CITED",3000 Block of MISSION ST,-122.4181632,37.74858895,ASSAULT
9/20/2007 20:55,PROBATION VIOLATION,Thursday,TENDERLOIN,"ARREST, BOOKED",0 Block of UNITEDNATIONS PZ,-122.4143122,37.77983392,OTHER OFFENSES
11/11/2009 14:22,"AIDED CASE, MENTAL DISTURBED",Wednesday,SOUTHERN,PSYCHOPATHIC CASE,900 Block of MISSION ST,-122.4068922,37.78248317,NON-CRIMINAL
2/22/2008 8:10,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Friday,PARK,NONE,1200 Block of FULTON ST,-122.4373472,37.77690572,BURGLARY
12/30/2006 18:30,SALE OF BASE/ROCK COCAINE,Saturday,TENDERLOIN,JUVENILE BOOKED,500 Block of HYDE ST,-122.4164598,37.78601706,DRUG/NARCOTIC
11/6/2011 22:42,"AIDED CASE, MENTAL DISTURBED",Sunday,MISSION,PSYCHOPATHIC CASE,800 Block of CAPP ST,-122.4173614,37.75309274,NON-CRIMINAL
7/13/2013 10:00,ATTEMPTED ROBBERY WITH BODILY FORCE,Saturday,MISSION,NONE,16TH ST / MISSION ST,-122.4196718,37.76505012,ROBBERY
1/12/2008 14:30,PETTY THEFT FROM LOCKED AUTO,Saturday,PARK,NONE,GEARY BL / LYON ST,-122.4444413,37.78267772,LARCENY/THEFT
9/28/2009 22:00,POSSESSION OF NARCOTICS PARAPHERNALIA,Monday,TENDERLOIN,"ARREST, BOOKED",ELLIS ST / JONES ST,-122.4127841,37.78486569,DRUG/NARCOTIC
9/23/2011 15:30,ENROUTE TO DEPARTMENT OF CORRECTIONS,Friday,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.4034048,37.77542071,WARRANTS
6/28/2009 23:55,TRAFFIC VIOLATION,Sunday,INGLESIDE,"ARREST, CITED",SAN JOSE AV / RANDALL ST,-122.4241476,37.73987021,OTHER OFFENSES
11/2/2003 17:30,PETTY THEFT BICYCLE,Sunday,PARK,NONE,600 Block of STANYAN ST,-122.4537459,37.77058391,LARCENY/THEFT
10/15/2012 0:30,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,SOUTHERN,"ARREST, CITED",800 Block of BRYANT ST,-122.4034048,37.77542071,OTHER OFFENSES
9/9/2006 18:03,TRAFFIC VIOLATION,Saturday,NORTHERN,"ARREST, CITED",BUCHANAN ST / JACKSON ST,-122.4312641,37.79288759,OTHER OFFENSES
5/5/2010 16:10,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,SOUTHERN,"ARREST, CITED",6TH ST / HOWARD ST,-122.407163,37.77973763,OTHER OFFENSES
1/12/2007 20:04,POSSESSION OF MARIJUANA FOR SALES,Friday,BAYVIEW,"ARREST, BOOKED",1100 Block of OAKDALE AV,-122.3821102,37.72997569,DRUG/NARCOTIC
12/23/2014 16:09,RESISTING ARREST,Tuesday,NORTHERN,"ARREST, BOOKED",400 Block of HAIGHT ST,-122.4296227,37.77215583,OTHER OFFENSES
9/19/2003 13:09,"AIDED CASE, INJURED PERSON",Friday,SOUTHERN,NONE,1100 Block of MARKET ST,-122.4137112,37.77966604,NON-CRIMINAL
2/20/2015 17:10,CHILD ABUSE (PHYSICAL),Friday,TARAVAL,"ARREST, BOOKED",1900 Block of ORTEGA ST,-122.4843936,37.75207622,ASSAULT
9/4/2004 23:00,GRAND THEFT FROM LOCKED AUTO,Saturday,SOUTHERN,NONE,400 Block of 10TH ST,-122.4105412,37.77091306,LARCENY/THEFT
5/31/2005 17:20,SOLICITS FOR ACT OF PROSTITUTION,Tuesday,TENDERLOIN,"ARREST, CITED",HYDE ST / ELLIS ST,-122.4160753,37.78444966,PROSTITUTION
10/29/2007 21:47,ENROUTE TO OUTSIDE JURISDICTION,Monday,MISSION,"ARREST, BOOKED",2000 Block of MARKET ST,-122.4269556,37.76924706,WARRANTS
5/20/2012 0:32,INVESTIGATIVE DETENTION,Sunday,RICHMOND,NONE,5300 Block of GEARY BL,-122.4767089,37.7803323,SUSPICIOUS OCC
2/6/2008 18:31,POSSESSION OF NARCOTICS PARAPHERNALIA,Wednesday,TENDERLOIN,"ARREST, BOOKED",100 Block of TURK ST,-122.4116151,37.78316141,DRUG/NARCOTIC
10/21/2005 21:00,GRAND THEFT FROM LOCKED AUTO,Friday,NORTHERN,NONE,FILLMORE ST / DUBOCE AV,-122.4299061,37.76940718,LARCENY/THEFT
5/16/2003 19:00,"CHECKS, FORGERY (FELONY)",Friday,RICHMOND,NONE,300 Block of 23RD AV,-122.4825929,37.78114032,FORGERY/COUNTERFEITING
1/21/2003 8:00,"VEHICLE, RECOVERED, AUTO",Tuesday,RICHMOND,NONE,SCOTT ST / PACIFIC AV,-122.4396678,37.79272218,VEHICLE THEFT
4/3/2015 21:00,"CREDIT CARD, THEFT BY USE OF",Friday,TARAVAL,NONE,300 Block of SERRANO DR,-122.4804507,37.71901187,FRAUD
5/16/2003 12:10,"LOST PROPERTY, GRAND THEFT",Friday,RICHMOND,NONE,600 Block of 32ND AV,-122.4919568,37.77687667,LARCENY/THEFT
11/15/2011 0:28,INVESTIGATIVE DETENTION,Tuesday,RICHMOND,UNFOUNDED,3500 Block of GEARY BL,-122.4570162,37.78121638,SUSPICIOUS OCC
9/22/2011 7:00,DOMESTIC VIOLENCE,Thursday,BAYVIEW,"ARREST, BOOKED",1400 Block of REVERE AV,-122.3874135,37.73003992,SECONDARY CODES
9/20/2009 13:00,DOMESTIC VIOLENCE,Sunday,TARAVAL,NONE,1800 Block of OCEAN AV,-122.4617669,37.72501397,SECONDARY CODES
10/16/2009 19:15,"DEATH REPORT, CAUSE UNKNOWN",Friday,RICHMOND,NONE,900 Block of PRESIDIO AV,-122.445993,37.78297987,NON-CRIMINAL
9/24/2011 20:00,"BURGLARY, ATTEMPTED FORCIBLE ENTRY",Saturday,BAYVIEW,NONE,1600 Block of ARMSTRONG AV,-122.3928626,37.72664582,BURGLARY
6/30/2011 11:00,AGGRAVATED ASSAULT WITH A KNIFE,Thursday,SOUTHERN,"ARREST, BOOKED",100 Block of 6TH ST,-122.4078771,37.7803875,ASSAULT
2/17/2014 22:50,ROBBERY ON THE STREET WITH A GUN,Monday,PARK,NONE,WALLER ST / BELVEDERE ST,-122.4494536,37.76872842,ROBBERY
9/29/2009 3:00,"FORCIBLE RAPE, ARMED WITH A SHARP INSTRUMENT",Tuesday,NORTHERN,NONE,2000 Block of FILLMORE ST,-122.4338136,37.78842878,SEX OFFENSES FORCIBLE
8/25/2007 21:00,BATTERY,Saturday,RICHMOND,NONE,0 Block of HEMWAY TR,-122.4481642,37.77600443,ASSAULT
6/13/2003 17:30,POSSESSION OF BASE/ROCK COCAINE,Friday,TENDERLOIN,"ARREST, BOOKED",400 Block of JONES ST,-122.4128992,37.78509749,DRUG/NARCOTIC
3/11/2012 9:00,ATTEMPTED ROBBERY WITH BODILY FORCE,Sunday,MISSION,NONE,24TH ST / FAIROAKS ST,-122.4239889,37.75190986,ROBBERY
1/10/2003 22:30,"VEHICLE, RECOVERED, AUTO",Friday,BAYVIEW,NONE,1000 Block of CONNECTICUT ST,-122.3972019,37.75353512,VEHICLE THEFT
6/11/2003 10:42,POSSESSION OF MARIJUANA,Wednesday,INGLESIDE,JUVENILE CITED,0 Block of ADDISON ST,-122.4323983,37.73782181,DRUG/NARCOTIC
8/20/2003 19:50,ENROUTE TO OUTSIDE JURISDICTION,Wednesday,NORTHERN,JUVENILE BOOKED,POST ST / POLK ST,-122.4199301,37.78682621,WARRANTS
3/7/2007 10:08,POSSESSION OF BASE/ROCK COCAINE,Wednesday,MISSION,"ARREST, BOOKED",MISSION ST / 17TH ST,-122.4195157,37.76342923,DRUG/NARCOTIC
7/22/2014 21:03,GRAND THEFT FROM PERSON,Tuesday,TARAVAL,NONE,400 Block of URBANO DR,-122.4701368,37.72462842,LARCENY/THEFT
5/31/2012 16:30,ENROUTE TO OUTSIDE JURISDICTION,Thursday,INGLESIDE,"ARREST, BOOKED",1800 Block of SUNNYDALE AV,-122.4171448,37.71215029,WARRANTS
7/7/2014 13:51,POSS OF LOADED FIREARM,Monday,BAYVIEW,"ARREST, BOOKED",0 Block of DOUBLEROCK ST,-122.3876946,37.72055524,WEAPON LAWS
7/26/2005 0:01,"FORGERY, FALSE ENTRIES IN RECORDS OR RETURNS",Tuesday,MISSION,NOT PROSECUTED,400 Block of CASTRO ST,-122.4350121,37.76176772,FORGERY/COUNTERFEITING
1/11/2014 13:45,VIOLATION OF EMERGENCY PROTECTIVE ORDER,Saturday,MISSION,NONE,2700 Block of 16TH ST,-122.4142227,37.76532509,OTHER OFFENSES
7/12/2014 15:48,INVESTIGATIVE DETENTION,Saturday,TENDERLOIN,NONE,LEAVENWORTH ST / TURK ST,-122.4140563,37.78279311,SUSPICIOUS OCC
10/10/2010 21:05,"ROBBERY ON THE STREET, STRONGARM",Sunday,MISSION,NONE,1900 Block of MISSION ST,-122.4196766,37.7658511,ROBBERY
5/3/2013 18:50,AIDED CASE,Friday,SOUTHERN,NONE,0 Block of DORE ST,-122.413046,37.77386178,NON-CRIMINAL
11/10/2014 10:08,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,BAYVIEW,"ARREST, BOOKED",3RD ST / HOLLISTER AV,-122.3959464,37.72171695,OTHER OFFENSES
1/30/2011 18:00,"MALICIOUS MISCHIEF, BREAKING WINDOWS WITH BB GUN",Sunday,TARAVAL,NONE,1100 Block of IRVING ST,-122.4700726,37.76392676,VANDALISM
7/24/2007 19:00,GRAND THEFT MOTORCYCLE STRIP,Tuesday,NORTHERN,NONE,800 Block of OFARRELL ST,-122.4187513,37.785116,LARCENY/THEFT
12/9/2014 16:21,PETTY THEFT FROM LOCKED AUTO,Tuesday,PARK,JUVENILE BOOKED,2100 Block of FULTON ST,-122.4505559,37.77533518,LARCENY/THEFT
10/18/2007 3:00,"BURGLARY OF WAREHOUSE, FORCIBLE ENTRY",Thursday,SOUTHERN,NONE,100 Block of FREELON ST,-122.3977453,37.77813308,BURGLARY
12/26/2011 15:00,LOST PROPERTY,Monday,INGLESIDE,NONE,200 Block of AVALON AV,-122.4305956,37.72668406,NON-CRIMINAL
3/20/2003 14:00,TRESPASSING,Thursday,SOUTHERN,"ARREST, CITED",0 Block of BEALE ST,-122.3966475,37.79174043,TRESPASS
1/25/2003 6:30,"MALICIOUS MISCHIEF, VANDALISM",Saturday,CENTRAL,"ARREST, BOOKED",1300 Block of VALLEJO ST,-122.4190952,37.79733588,VANDALISM
11/2/2014 12:00,AGGRAVATED ASSAULT WITH BODILY FORCE,Sunday,NORTHERN,"ARREST, BOOKED",1200 Block of EDDY ST,-122.4282452,37.78200441,ASSAULT
7/12/2010 17:00,FALSE REPORT OF CRIME,Monday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071,OTHER OFFENSES
8/12/2011 10:00,MISSING JUVENILE,Friday,RICHMOND,LOCATED,800 Block of EUCLID AV,-122.4584907,37.78379515,MISSING PERSON
3/7/2006 9:58,SUSPICIOUS ACT TOWARDS CHILD,Tuesday,MISSION,NONE,3300 Block of 23RD ST,-122.4202536,37.75368163,SUSPICIOUS OCC
5/3/2010 6:50,BATTERY,Monday,CENTRAL,NONE,1300 Block of LEAVENWORTH ST,-122.4161357,37.79347002,ASSAULT
2/3/2014 18:00,GRAND THEFT FROM LOCKED AUTO,Monday,INGLESIDE,NONE,400 Block of GOLDMINE DR,-122.4370181,37.73946993,LARCENY/THEFT
9/8/2006 16:00,SUSPICIOUS OCCURRENCE,Friday,BAYVIEW,NONE,1100 Block of HUDSON AV,-122.3812504,37.73271548,SUSPICIOUS OCC
11/11/2014 1:36,"AIDED CASE, MENTAL DISTURBED",Tuesday,BAYVIEW,NONE,0 Block of NORTHRIDGE RD,-122.3756052,37.73072152,NON-CRIMINAL
11/15/2007 12:00,PETTY THEFT FROM LOCKED AUTO,Thursday,CENTRAL,NONE,1100 Block of POWELL ST,-122.4097435,37.79519373,LARCENY/THEFT
8/7/2003 12:00,MISSING ADULT,Thursday,CENTRAL,LOCATED,STOCKTON ST / PACIFIC AV,-122.4084331,37.79670393,MISSING PERSON
2/20/2007 18:55,ENROUTE TO DEPARTMENT OF CORRECTIONS,Tuesday,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.4076335,37.78418935,WARRANTS
5/28/2012 8:58,TRAFFIC VIOLATION,Monday,CENTRAL,"ARREST, CITED",STOCKTON ST / POST ST,-122.4067754,37.78849829,OTHER OFFENSES
4/17/2012 10:45,"AIDED CASE, INJURED PERSON",Tuesday,NORTHERN,NONE,0 Block of GROVE ST,-122.4174486,37.77864381,NON-CRIMINAL
7/1/2005 0:01,CHILD ABUSE SEXUAL,Friday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071,SEX OFFENSES FORCIBLE
1/12/2012 10:05,WARRANT ARREST,Thursday,INGLESIDE,"ARREST, BOOKED",4900 Block of MISSION ST,-122.4386951,37.71969203,WARRANTS
10/31/2011 11:30,BATTERY,Monday,NORTHERN,NONE,2000 Block of SUTTER ST,-122.4340995,37.78592458,ASSAULT
7/11/2011 18:25,PETTY THEFT FROM UNLOCKED AUTO,Monday,NORTHERN,NONE,OLIVE ST / VANNESS AV,-122.4210968,37.78429378,LARCENY/THEFT
3/21/2003 6:00,PETTY THEFT FROM A BUILDING,Friday,SOUTHERN,NONE,300 Block of HARRISON ST,-122.3916735,37.78714265,LARCENY/THEFT
10/8/2010 19:45,"AIDED CASE, MENTAL DISTURBED",Friday,MISSION,NONE,1000 Block of POTRERO AV,-122.4065391,37.75648641,NON-CRIMINAL
9/16/2008 15:25,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Tuesday,RICHMOND,NONE,5300 Block of GEARY BL,-122.476719,37.78057979,ASSAULT
6/11/2008 22:00,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,INGLESIDE,NONE,2500 Block of ALEMANY BL,-122.4464949,37.71486744,VANDALISM
5/14/2003 20:45,"AIDED CASE, MENTAL DISTURBED",Wednesday,SOUTHERN,NONE,200 Block of 6TH ST,-122.4063464,37.77916742,NON-CRIMINAL
10/16/2013 12:00,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Wednesday,TARAVAL,NONE,1500 Block of GREAT HY,-122.508936,37.75746984,BURGLARY
5/31/2014 22:31,FOUND PROPERTY,Saturday,MISSION,NONE,CAPP ST / 22ND ST,-122.4176606,37.75550434,NON-CRIMINAL
9/4/2006 23:10,AGGRAVATED ASSAULT WITH BODILY FORCE,Monday,TENDERLOIN,NONE,TURK ST / TAYLOR ST,-122.4107688,37.78321452,ASSAULT
5/3/2012 17:44,INVESTIGATIVE DETENTION,Thursday,SOUTHERN,NONE,1100 Block of MARKET ST,-122.4123209,37.78076423,SUSPICIOUS OCC
11/4/2006 18:53,POSSESSION OF MARIJUANA,Saturday,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.4034048,37.77542071,DRUG/NARCOTIC
7/14/2012 23:18,"AIDED CASE, DOG BITE",Saturday,SOUTHERN,NONE,300 Block of 5TH ST,-122.4030648,37.78008547,NON-CRIMINAL
1/25/2003 15:15,SUSPICIOUS OCCURRENCE,Saturday,TARAVAL,NONE,1400 Block of 17TH AV,-122.4747193,37.7608459,SUSPICIOUS OCC
11/13/2004 13:12,MAINTAINING A PUBLIC NUISANCE AFTER NOTIFICATION,Saturday,MISSION,"ARREST, BOOKED",17TH ST / SHOTWELL ST,-122.4162304,37.76363377,DISORDERLY CONDUCT
5/17/2003 15:30,VIOLATION OF RESTRAINING ORDER,Saturday,INGLESIDE,NONE,400 Block of PRECITA AV,-122.4110997,37.7468571,OTHER OFFENSES
6/17/2012 1:54,LOITERING FOR PURPOSE OF PROSTITUTION,Sunday,MISSION,"ARREST, CITED",500 Block of CAPP ST,-122.4178179,37.75788844,PROSTITUTION
5/5/2010 22:00,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,INGLESIDE,NONE,FOOTE AV / ALEMANY BL,-122.4472676,37.71464693,VANDALISM
1/12/2012 11:45,POSSESSION OF NARCOTICS PARAPHERNALIA,Thursday,SOUTHERN,"ARREST, BOOKED",TURK ST / MASON ST,-122.4089536,37.78328787,DRUG/NARCOTIC
5/16/2007 14:40,POSSESSION OF NARCOTICS PARAPHERNALIA,Wednesday,SOUTHERN,"ARREST, BOOKED",500 Block of MINNA ST,-122.4087707,37.7801357,DRUG/NARCOTIC
2/22/2003 21:00,GRAND THEFT FROM LOCKED AUTO,Saturday,SOUTHERN,NONE,BRYANT ST / 11TH ST,-122.4109328,37.76941138,LARCENY/THEFT
10/7/2012 2:00,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Sunday,SOUTHERN,NONE,MINNA ST / 8TH ST,-122.4126203,37.77702593,ASSAULT
2/3/2009 18:00,RECEIVING STOLEN PROPERTY,Tuesday,SOUTHERN,NONE,MARKET ST / MONTGOMERY ST,-122.4020702,37.78871987,STOLEN PROPERTY
11/25/2014 13:30,SOLICITS FOR ACT OF PROSTITUTION,Tuesday,CENTRAL,"ARREST, BOOKED",400 Block of GEARY ST,-122.4106997,37.78698819,PROSTITUTION
